ID Loja,Data,count
Shopping União de Osasco,2019-05-04,10
Shopping Vila Velha,2019-01-08,10
Shopping Barra,2019-05-12,10
Shopping Vila Velha,2019-05-14,10
Novo Shopping Ribeirão Preto,2019-08-30,10
Passei das Águas Shopping,2019-06-30,10
Passei das Águas Shopping,2019-07-05,10
Novo Shopping Ribeirão Preto,2019-07-17,10
Novo Shopping Ribeirão Preto,2019-07-20,10
Norte Shopping,2019-08-24,10
Shopping Vila Velha,2019-09-17,10
Shopping Ibirapuera,2019-01-16,10
Shopping Ibirapuera,2019-01-18,10
Shopping Vila Velha,2019-08-16,10
Shopping Recife,2019-01-22,10
Shopping Morumbi,2019-11-28,10
Novo Shopping Ribeirão Preto,2019-09-05,10
Novo Shopping Ribeirão Preto,2019-09-06,10
Shopping Morumbi,2019-10-28,10
Shopping União de Osasco,2019-07-23,10
Passei das Águas Shopping,2019-06-10,10
Passei das Águas Shopping,2019-06-17,10
Shopping Eldorado,2019-06-07,10
Shopping União de Osasco,2019-05-08,10
Shopping União de Osasco,2019-05-12,10
Iguatemi Campinas,2019-10-06,10
Shopping Morumbi,2019-04-24,10
Shopping Morumbi,2019-03-20,10
Shopping Morumbi,2019-03-24,10
Shopping Morumbi,2019-04-01,10
Shopping Eldorado,2019-05-12,10
Shopping Eldorado,2019-05-23,10
Shopping Recife,2019-02-12,10
Bourbon Shopping SP,2019-05-15,10
Iguatemi Campinas,2019-08-27,10
Iguatemi Campinas,2019-09-01,10
Shopping Eldorado,2019-05-27,10
Shopping Barra,2019-06-17,10
Shopping Barra,2019-06-21,10
Shopping Ibirapuera,2019-02-06,10
Salvador Shopping,2019-10-24,10
Norte Shopping,2019-08-14,10
Salvador Shopping,2019-08-26,10
Salvador Shopping,2019-08-27,10
Shopping Ibirapuera,2019-02-21,10
Shopping Ibirapuera,2019-01-27,10
Shopping Barra,2019-05-18,10
Shopping Barra,2019-07-20,10
Passei das Águas Shopping,2019-04-04,10
Shopping Recife,2019-03-06,10
Novo Shopping Ribeirão Preto,2019-09-14,10
Bourbon Shopping SP,2019-05-21,10
Salvador Shopping,2019-08-15,10
Iguatemi Esplanada,2019-10-07,10
Shopping Recife,2019-03-27,10
Shopping Recife,2019-04-01,10
Shopping Recife,2019-04-07,10
Passei das Águas Shopping,2019-05-05,10
Passei das Águas Shopping,2019-05-12,10
Shopping Barra,2019-06-22,10
Shopping Barra,2019-06-27,10
Shopping Barra,2019-07-06,10
Passei das Águas Shopping,2019-04-06,10
Passei das Águas Shopping,2019-03-16,10
Passei das Águas Shopping,2019-04-18,10
Passei das Águas Shopping,2019-04-19,10
Passei das Águas Shopping,2019-04-22,10
Passei das Águas Shopping,2019-02-25,10
Shopping Barra,2019-07-17,10
Shopping Morumbi,2019-03-12,10
Shopping Morumbi,2019-03-18,10
Shopping Morumbi,2019-02-26,10
Bourbon Shopping SP,2019-06-14,10
Ribeirão Shopping,2019-05-21,10
Salvador Shopping,2019-07-14,10
Novo Shopping Ribeirão Preto,2019-06-19,10
Ribeirão Shopping,2019-04-02,10
Ribeirão Shopping,2019-04-25,10
Center Shopping Uberlândia,2019-10-21,10
Salvador Shopping,2019-08-02,10
Norte Shopping,2019-08-30,10
Salvador Shopping,2019-09-11,10
Salvador Shopping,2019-09-12,10
Salvador Shopping,2019-09-15,10
Iguatemi Esplanada,2019-09-14,10
Shopping Eldorado,2019-03-25,10
Salvador Shopping,2019-07-18,10
Shopping Ibirapuera,2019-02-15,10
Salvador Shopping,2019-07-30,10
Salvador Shopping,2019-08-01,10
Ribeirão Shopping,2019-06-01,10
Shopping Morumbi,2019-01-21,10
Shopping Morumbi,2019-01-29,10
Salvador Shopping,2019-07-07,10
Shopping Ibirapuera,2019-03-15,10
Shopping Eldorado,2019-04-05,10
Shopping Eldorado,2019-03-15,10
Bourbon Shopping SP,2019-02-17,10
Shopping Recife,2019-03-02,10
Shopping Barra,2019-07-13,10
Novo Shopping Ribeirão Preto,2019-09-11,10
Passei das Águas Shopping,2019-03-04,10
Center Shopping Uberlândia,2019-01-25,10
Shopping Ibirapuera,2019-03-19,10
Bourbon Shopping SP,2019-06-25,10
Bourbon Shopping SP,2019-06-26,10
Novo Shopping Ribeirão Preto,2019-06-01,10
Ribeirão Shopping,2019-06-29,10
Center Shopping Uberlândia,2019-11-10,10
Shopping Ibirapuera,2019-04-26,10
Center Shopping Uberlândia,2019-02-02,10
Iguatemi Campinas,2019-07-15,10
Passei das Águas Shopping,2019-01-29,10
Shopping Recife,2019-03-15,10
Norte Shopping,2019-06-26,10
Norte Shopping,2019-07-03,10
Shopping Recife,2019-05-11,10
Shopping União de Osasco,2019-08-18,10
Shopping Eldorado,2019-03-01,10
Shopping Morumbi,2019-01-19,10
Shopping Midway Mall,2019-11-18,10
Iguatemi Campinas,2019-10-16,10
Shopping Ibirapuera,2019-03-26,10
Ribeirão Shopping,2019-05-22,10
Salvador Shopping,2019-06-22,10
Center Shopping Uberlândia,2019-02-26,10
Iguatemi Campinas,2019-10-30,10
Shopping Morumbi,2019-02-04,10
Shopping Eldorado,2019-02-02,10
Novo Shopping Ribeirão Preto,2019-10-02,10
Novo Shopping Ribeirão Preto,2019-10-07,10
Center Shopping Uberlândia,2019-07-28,10
Shopping Eldorado,2019-01-19,10
Novo Shopping Ribeirão Preto,2019-10-13,10
Salvador Shopping,2019-06-01,10
Shopping Ibirapuera,2019-05-10,10
Ribeirão Shopping,2019-08-12,10
Ribeirão Shopping,2019-07-22,10
Shopping Vila Velha,2019-04-09,10
Novo Shopping Ribeirão Preto,2019-05-18,10
Novo Shopping Ribeirão Preto,2019-05-19,10
Ribeirão Shopping,2019-08-16,10
Ribeirão Shopping,2019-08-23,10
Novo Shopping Ribeirão Preto,2019-10-15,10
Shopping Vila Velha,2019-07-23,10
Shopping Vila Velha,2019-07-24,10
Parque Dom Pedro Shopping,2019-11-11,10
Parque Dom Pedro Shopping,2019-11-22,10
Shopping Barra,2019-11-22,10
Shopping Vila Velha,2019-06-03,10
Parque Dom Pedro Shopping,2019-09-08,10
Shopping Recife,2019-07-05,10
Shopping União de Osasco,2019-03-12,10
Parque Dom Pedro Shopping,2019-10-17,10
Parque Dom Pedro Shopping,2019-10-20,10
Shopping Recife,2019-06-19,10
Shopping Recife,2019-06-23,10
Shopping Eldorado,2019-01-30,10
Parque Dom Pedro Shopping,2019-10-02,10
Parque Dom Pedro Shopping,2019-10-03,10
Iguatemi Campinas,2019-08-19,10
Shopping Barra,2019-09-03,10
Shopping Barra,2019-09-05,10
Shopping Eldorado,2019-01-18,10
Shopping Eldorado,2019-01-14,10
Shopping Recife,2019-07-02,10
Novo Shopping Ribeirão Preto,2019-10-23,10
Novo Shopping Ribeirão Preto,2019-10-31,10
Shopping Vila Velha,2019-05-26,10
Iguatemi Esplanada,2019-05-30,10
Shopping Ibirapuera,2019-06-18,10
Shopping Ibirapuera,2019-04-30,10
Ribeirão Shopping,2019-07-31,10
Ribeirão Shopping,2019-08-01,10
Ribeirão Shopping,2019-09-17,10
Shopping Ibirapuera,2019-06-07,10
Salvador Shopping,2019-04-18,10
Salvador Shopping,2019-03-25,10
Shopping Center Leste Aricanduva,2019-11-27,10
Iguatemi Esplanada,2019-09-22,10
Shopping Recife,2019-09-01,10
Shopping Recife,2019-09-04,10
Shopping Recife,2019-07-16,10
Iguatemi Campinas,2019-07-23,10
Shopping Barra,2019-10-29,10
Iguatemi Esplanada,2019-10-01,10
Novo Shopping Ribeirão Preto,2019-05-09,10
Bourbon Shopping SP,2019-03-11,10
Shopping Midway Mall,2019-09-13,10
Iguatemi Campinas,2019-11-22,10
Shopping Midway Mall,2019-07-16,10
Ribeirão Shopping,2019-11-20,10
Salvador Shopping,2019-04-02,10
Norte Shopping,2019-09-19,10
Shopping Ibirapuera,2019-06-22,10
Shopping Ibirapuera,2019-07-07,10
Shopping Midway Mall,2019-08-19,10
Shopping Midway Mall,2019-08-01,10
Shopping Midway Mall,2019-08-05,10
Salvador Shopping,2019-03-08,10
Salvador Shopping,2019-03-09,10
Salvador Shopping,2019-03-20,10
Shopping Vila Velha,2019-01-15,10
Shopping Midway Mall,2019-09-24,10
Shopping Midway Mall,2019-08-08,10
Ribeirão Shopping,2019-11-08,10
Ribeirão Shopping,2019-10-06,10
Rio Mar Recife,2019-01-11,10
Ribeirão Shopping,2019-11-10,10
Bourbon Shopping SP,2019-08-21,10
Shopping Center Leste Aricanduva,2019-11-14,10
Shopping Center Leste Aricanduva,2019-11-17,10
Shopping Recife,2019-08-15,10
Shopping Recife,2019-08-17,10
Shopping Barra,2019-11-27,10
Shopping Barra,2019-11-28,10
Shopping Center Leste Aricanduva,2019-10-21,10
Ribeirão Shopping,2019-10-22,10
Ribeirão Shopping,2019-10-28,10
Bourbon Shopping SP,2019-07-05,10
Salvador Shopping,2019-03-02,10
Shopping Ibirapuera,2019-08-11,10
Shopping Ibirapuera,2019-08-15,10
Shopping Ibirapuera,2019-07-16,10
Shopping Ibirapuera,2019-07-18,10
Shopping Center Leste Aricanduva,2019-10-22,10
Shopping Center Leste Aricanduva,2019-11-05,10
Parque Dom Pedro Shopping,2019-08-10,10
Shopping Center Leste Aricanduva,2019-10-13,10
Shopping Center Leste Aricanduva,2019-10-14,10
Shopping Center Leste Aricanduva,2019-10-16,10
Ribeirão Shopping,2019-11-11,10
Shopping Midway Mall,2019-06-27,10
Iguatemi Esplanada,2019-02-13,10
Iguatemi Esplanada,2019-01-12,10
Shopping Vila Velha,2019-03-11,10
Novo Shopping Ribeirão Preto,2019-04-14,10
Rio Mar Recife,2019-02-03,10
Salvador Shopping,2019-01-29,10
Shopping Center Leste Aricanduva,2019-10-19,10
Novo Shopping Ribeirão Preto,2019-11-12,10
Parque Dom Pedro Shopping,2019-07-10,10
Parque Dom Pedro Shopping,2019-06-20,10
Center Shopping Uberlândia,2019-08-18,10
Shopping Center Interlagos,2019-02-17,10
Rio Mar Recife,2019-01-17,10
Rio Mar Recife,2019-01-18,10
Rio Mar Recife,2019-01-23,10
Iguatemi Esplanada,2019-01-18,10
Rio Mar Recife,2019-02-07,10
Rio Mar Recife,2019-02-20,10
Shopping Ibirapuera,2019-09-06,10
Salvador Shopping,2019-01-20,10
Center Shopping Uberlândia,2019-01-19,10
Shopping Center Interlagos,2019-02-20,10
Shopping Recife,2019-10-24,10
Parque Dom Pedro Shopping,2019-07-21,10
Parque Dom Pedro Shopping,2019-07-28,10
Shopping Center Interlagos,2019-01-25,10
Shopping Center Leste Aricanduva,2019-10-07,10
Shopping Vila Velha,2019-06-05,10
Shopping Center Leste Aricanduva,2019-09-28,10
Center Shopping Uberlândia,2019-03-18,10
Shopping Midway Mall,2019-06-06,10
Shopping Midway Mall,2019-06-11,10
Shopping Midway Mall,2019-03-28,10
Shopping Ibirapuera,2019-09-25,10
Salvador Shopping,2019-01-04,10
Shopping Ibirapuera,2019-10-02,10
Shopping Center Interlagos,2019-03-25,10
Shopping Center Interlagos,2019-03-10,10
Center Shopping Uberlândia,2019-01-10,10
Iguatemi Esplanada,2019-10-19,10
Shopping Center Leste Aricanduva,2019-08-31,10
Parque Dom Pedro Shopping,2019-07-03,10
Shopping Center Interlagos,2019-02-07,10
Iguatemi Campinas,2019-05-25,10
Center Shopping Uberlândia,2019-09-24,10
Shopping Center Leste Aricanduva,2019-09-13,10
Shopping Center Leste Aricanduva,2019-08-14,10
Shopping Center Leste Aricanduva,2019-07-25,10
Palladium Shopping Curitiba,2019-01-09,10
Rio Mar Recife,2019-03-02,10
Rio Mar Recife,2019-03-03,10
Shopping Midway Mall,2019-05-01,10
Rio Mar Recife,2019-03-10,10
Shopping Midway Mall,2019-04-04,10
Shopping Midway Mall,2019-04-07,10
Bourbon Shopping SP,2019-05-06,10
Shopping Recife,2019-11-24,10
Parque Dom Pedro Shopping,2019-06-15,10
Shopping Recife,2019-11-15,10
Shopping Center Interlagos,2019-04-28,10
Norte Shopping,2019-05-04,10
Shopping SP Market,2019-01-21,10
Parque Dom Pedro Shopping,2019-05-01,10
Shopping Center Interlagos,2019-03-13,10
Shopping Center Interlagos,2019-03-21,10
Iguatemi Esplanada,2019-04-23,10
Rio Mar Recife,2019-03-17,10
Rio Mar Recife,2019-03-19,10
Shopping Midway Mall,2019-03-26,10
Shopping Midway Mall,2019-03-20,10
Rio Mar Shopping Fortaleza,2019-11-01,10
Rio Mar Shopping Fortaleza,2019-11-06,10
Shopping Ibirapuera,2019-10-13,10
Parque Dom Pedro Shopping,2019-04-06,10
Iguatemi Campinas,2019-06-26,10
Shopping Midway Mall,2019-02-16,10
Norte Shopping,2019-10-23,10
Shopping Ibirapuera,2019-10-19,10
Iguatemi Esplanada,2019-05-18,10
Iguatemi Esplanada,2019-05-19,10
Iguatemi Esplanada,2019-05-20,10
Iguatemi Esplanada,2019-05-21,10
Rio Mar Recife,2019-04-12,10
Novo Shopping Ribeirão Preto,2019-03-18,10
Shopping Midway Mall,2019-03-01,10
Rio Mar Shopping Fortaleza,2019-09-19,10
Shopping Ibirapuera,2019-11-25,10
Shopping Ibirapuera,2019-10-24,10
Shopping Center Leste Aricanduva,2019-08-02,10
Shopping Center Leste Aricanduva,2019-08-08,10
Iguatemi Esplanada,2019-10-28,10
Iguatemi Esplanada,2019-11-01,10
Parque Dom Pedro Shopping,2019-02-07,10
Norte Shopping,2019-11-03,10
Shopping Iguatemi Fortaleza,2019-01-09,10
Shopping Ibirapuera,2019-11-11,10
Shopping Ibirapuera,2019-11-17,10
Rio Mar Recife,2019-04-19,10
Rio Mar Recife,2019-04-20,10
Rio Mar Recife,2019-04-21,10
Rio Mar Recife,2019-06-01,10
Shopping Midway Mall,2019-01-17,10
Shopping União de Osasco,2019-02-20,10
Shopping União de Osasco,2019-02-24,10
Parque Dom Pedro Shopping,2019-03-11,10
Shopping União de Osasco,2019-09-08,10
Shopping Ibirapuera,2019-10-31,10
Parque Dom Pedro Shopping,2019-02-08,10
Parque Dom Pedro Shopping,2019-02-09,10
Rio Mar Shopping Fortaleza,2019-09-11,10
Rio Mar Recife,2019-06-02,10
Novo Shopping Ribeirão Preto,2019-01-14,10
Shopping Iguatemi Fortaleza,2019-01-26,10
Shopping Ibirapuera,2019-11-28,10
Shopping Midway Mall,2019-01-22,10
Shopping Midway Mall,2019-01-24,10
Parque Dom Pedro Shopping,2019-02-10,10
Palladium Shopping Curitiba,2019-01-24,10
Novo Shopping Ribeirão Preto,2019-11-27,10
Palladium Shopping Curitiba,2019-01-02,10
Iguatemi Campinas,2019-05-15,10
Shopping SP Market,2019-03-08,10
Shopping SP Market,2019-04-12,10
Novo Shopping Ribeirão Preto,2019-01-10,10
Rio Mar Recife,2019-08-06,10
Rio Mar Recife,2019-08-09,10
Rio Mar Recife,2019-07-18,10
Shopping Midway Mall,2019-01-28,10
Shopping Midway Mall,2019-02-01,10
Shopping Iguatemi Fortaleza,2019-11-30,10
Shopping Midway Mall,2019-01-09,10
Rio Mar Recife,2019-05-31,10
Shopping Iguatemi Fortaleza,2019-02-11,10
Shopping Midway Mall,2019-01-15,10
Shopping Iguatemi Fortaleza,2019-11-15,10
Shopping SP Market,2019-05-08,10
Parque Dom Pedro Shopping,2019-01-16,10
Shopping SP Market,2019-05-11,10
Shopping Center Interlagos,2019-04-19,10
Rio Mar Shopping Fortaleza,2019-08-22,10
Rio Mar Recife,2019-07-30,10
Shopping Vila Velha,2019-07-30,10
Shopping Vila Velha,2019-08-01,10
Shopping Iguatemi Fortaleza,2019-11-23,10
Shopping Iguatemi Fortaleza,2019-03-21,10
Shopping Iguatemi Fortaleza,2019-02-19,10
Shopping Iguatemi Fortaleza,2019-02-20,10
Iguatemi Esplanada,2019-11-14,10
Shopping SP Market,2019-06-20,10
Shopping SP Market,2019-04-15,10
Shopping Center Leste Aricanduva,2019-07-19,10
Shopping Center Leste Aricanduva,2019-06-20,10
Shopping Center Interlagos,2019-07-15,10
Shopping Vila Velha,2019-02-20,10
Bourbon Shopping SP,2019-02-26,10
Shopping Center Leste Aricanduva,2019-06-10,10
Shopping Iguatemi Fortaleza,2019-11-12,10
Shopping Iguatemi Fortaleza,2019-11-13,10
Shopping Iguatemi Fortaleza,2019-10-15,10
Shopping Iguatemi Fortaleza,2019-10-26,10
Rio Mar Recife,2019-09-07,10
Novo Shopping Ribeirão Preto,2019-02-10,10
Shopping Iguatemi Fortaleza,2019-03-14,10
Rio Mar Shopping Fortaleza,2019-07-07,10
Palladium Shopping Curitiba,2019-10-10,10
Shopping SP Market,2019-07-14,10
Palladium Shopping Curitiba,2019-09-21,10
Shopping Vila Velha,2019-06-28,10
Shopping Center Interlagos,2019-06-23,10
Shopping Center Leste Aricanduva,2019-06-30,10
Norte Shopping,2019-11-20,10
Bourbon Shopping SP,2019-11-23,10
Rio Mar Shopping Fortaleza,2019-07-10,10
Rio Mar Shopping Fortaleza,2019-06-09,10
Rio Mar Shopping Fortaleza,2019-07-26,10
Center Shopping Uberlândia,2019-05-04,10
Center Shopping Uberlândia,2019-05-08,10
Rio Mar Shopping Fortaleza,2019-05-21,10
Rio Mar Shopping Fortaleza,2019-05-23,10
Center Shopping Uberlândia,2019-11-04,10
Rio Mar Recife,2019-10-28,10
Norte Shopping,2019-03-09,10
Shopping Center Interlagos,2019-08-18,10
Shopping Center Interlagos,2019-08-22,10
Palladium Shopping Curitiba,2019-08-30,10
Shopping Center Leste Aricanduva,2019-06-06,10
Shopping Center Leste Aricanduva,2019-06-07,10
Shopping Center Leste Aricanduva,2019-05-20,10
Shopping Iguatemi Fortaleza,2019-09-09,10
Iguatemi Esplanada,2019-04-02,10
Shopping Iguatemi Fortaleza,2019-09-03,10
Shopping União de Osasco,2019-06-06,10
Novo Shopping Ribeirão Preto,2019-01-03,10
Novo Shopping Ribeirão Preto,2019-01-06,10
Rio Mar Shopping Fortaleza,2019-05-30,10
Shopping Center Leste Aricanduva,2019-04-17,10
Shopping SP Market,2019-09-05,10
Shopping SP Market,2019-08-15,10
Shopping Center Interlagos,2019-08-08,10
Shopping SP Market,2019-07-02,10
Shopping SP Market,2019-07-06,10
Iguatemi Esplanada,2019-11-30,10
Shopping Center Interlagos,2019-07-16,10
Shopping Center Interlagos,2019-09-01,10
Shopping Iguatemi Fortaleza,2019-04-08,10
Bourbon Shopping SP,2019-08-01,10
Shopping Iguatemi Fortaleza,2019-08-20,10
Shopping Iguatemi Fortaleza,2019-08-25,10
Rio Mar Shopping Fortaleza,2019-01-13,10
Rio Mar Recife,2019-11-21,10
Shopping Vila Velha,2019-02-11,10
Center Shopping Uberlândia,2019-04-09,10
Rio Mar Shopping Fortaleza,2019-05-04,10
Palladium Shopping Curitiba,2019-08-10,10
Palladium Shopping Curitiba,2019-07-18,10
Palladium Shopping Curitiba,2019-03-24,10
Palladium Shopping Curitiba,2019-09-19,10
Shopping SP Market,2019-07-20,10
Shopping Center Interlagos,2019-07-23,10
Center Shopping Uberlândia,2019-09-20,10
Center Shopping Uberlândia,2019-09-21,10
Shopping SP Market,2019-10-08,10
Palladium Shopping Curitiba,2019-05-16,10
Palladium Shopping Curitiba,2019-02-28,10
Palladium Shopping Curitiba,2019-07-24,10
Palladium Shopping Curitiba,2019-06-28,10
Shopping SP Market,2019-08-23,10
Shopping Center Leste Aricanduva,2019-02-12,10
Palladium Shopping Curitiba,2019-07-04,10
Palladium Shopping Curitiba,2019-06-04,10
Norte Shopping,2019-03-01,10
Shopping Center Leste Aricanduva,2019-03-26,10
Shopping Center Leste Aricanduva,2019-03-29,10
Shopping Vila Velha,2019-09-09,10
Shopping Center Interlagos,2019-08-28,10
Shopping Center Leste Aricanduva,2019-01-31,10
Shopping Iguatemi Fortaleza,2019-04-26,10
Shopping Iguatemi Fortaleza,2019-04-27,10
Rio Mar Shopping Fortaleza,2019-01-28,10
Shopping Iguatemi Fortaleza,2019-05-14,10
Shopping Iguatemi Fortaleza,2019-05-18,10
Shopping União de Osasco,2019-07-04,10
Shopping União de Osasco,2019-07-05,10
Iguatemi Campinas,2019-02-07,10
Rio Mar Recife,2019-11-03,10
Rio Mar Recife,2019-11-07,10
Shopping Iguatemi Fortaleza,2019-08-30,10
Shopping Iguatemi Fortaleza,2019-07-15,10
Rio Mar Shopping Fortaleza,2019-04-20,10
Shopping Iguatemi Fortaleza,2019-04-25,10
Palladium Shopping Curitiba,2019-05-29,10
Rio Mar Shopping Fortaleza,2019-03-10,10
Palladium Shopping Curitiba,2019-03-27,10
Shopping Iguatemi Fortaleza,2019-06-16,10
Shopping Vila Velha,2019-11-02,10
Shopping Iguatemi Fortaleza,2019-05-26,10
Palladium Shopping Curitiba,2019-04-15,10
Rio Mar Shopping Fortaleza,2019-04-01,10
Iguatemi Esplanada,2019-04-20,10
Norte Shopping,2019-02-07,10
Norte Shopping,2019-02-09,10
Shopping Vila Velha,2019-08-31,10
Shopping Center Interlagos,2019-11-22,10
Shopping SP Market,2019-10-18,10
Bourbon Shopping SP,2019-03-30,10
Bourbon Shopping SP,2019-04-06,10
Shopping Center Interlagos,2019-10-22,10
Shopping Barra,2019-03-11,10
Shopping Barra,2019-03-12,10
Shopping Barra,2019-03-13,10
Shopping Barra,2019-02-10,10
Rio Mar Shopping Fortaleza,2019-03-19,10
Rio Mar Shopping Fortaleza,2019-02-23,10
Center Shopping Uberlândia,2019-10-27,10
Rio Mar Shopping Fortaleza,2019-03-02,10
Novo Shopping Ribeirão Preto,2019-02-23,10
Center Shopping Uberlândia,2019-09-06,10
Center Shopping Uberlândia,2019-09-07,10
Center Shopping Uberlândia,2019-09-11,10
Shopping União de Osasco,2019-09-16,10
Palladium Shopping Curitiba,2019-04-28,10
Shopping SP Market,2019-11-07,10
Palladium Shopping Curitiba,2019-03-13,10
Norte Shopping,2019-02-15,9
Norte Shopping,2019-03-16,9
Shopping SP Market,2019-11-28,9
Shopping Morumbi,2019-11-14,9
Shopping Morumbi,2019-11-12,9
Shopping SP Market,2019-05-12,9
Shopping Iguatemi Fortaleza,2019-11-16,9
Shopping Center Leste Aricanduva,2019-02-13,9
Shopping Center Interlagos,2019-10-05,9
Shopping Center Interlagos,2019-10-01,9
Shopping Center Interlagos,2019-10-29,9
Shopping Center Interlagos,2019-10-25,9
Shopping Center Leste Aricanduva,2019-02-11,9
Shopping Center Leste Aricanduva,2019-02-04,9
Shopping Center Leste Aricanduva,2019-02-02,9
Iguatemi Campinas,2019-07-13,9
Iguatemi Campinas,2019-07-12,9
Shopping Center Interlagos,2019-11-03,9
Shopping Vila Velha,2019-07-12,9
Shopping Center Leste Aricanduva,2019-01-30,9
Shopping Center Interlagos,2019-09-20,9
Shopping Center Interlagos,2019-09-18,9
Shopping Center Leste Aricanduva,2019-04-01,9
Shopping Vila Velha,2019-09-15,9
Bourbon Shopping SP,2019-11-09,9
Norte Shopping,2019-02-03,9
Shopping Vila Velha,2019-08-07,9
Rio Mar Recife,2019-07-24,9
Shopping Vila Velha,2019-03-05,9
Rio Mar Recife,2019-06-15,9
Rio Mar Recife,2019-07-13,9
Rio Mar Recife,2019-07-09,9
Rio Mar Recife,2019-07-08,9
Parque Dom Pedro Shopping,2019-01-08,9
Parque Dom Pedro Shopping,2019-01-04,9
Bourbon Shopping SP,2019-06-01,9
Shopping Center Interlagos,2019-08-26,9
Center Shopping Uberlândia,2019-09-16,9
Center Shopping Uberlândia,2019-09-10,9
Shopping SP Market,2019-11-22,9
Shopping SP Market,2019-11-20,9
Shopping Recife,2019-10-13,9
Parque Dom Pedro Shopping,2019-06-05,9
Shopping SP Market,2019-11-09,9
Rio Mar Recife,2019-08-24,9
Rio Mar Recife,2019-07-15,9
Rio Mar Recife,2019-08-08,9
Rio Mar Recife,2019-08-04,9
Shopping Morumbi,2019-11-21,9
Shopping Morumbi,2019-11-19,9
Novo Shopping Ribeirão Preto,2019-09-08,9
Iguatemi Campinas,2019-09-03,9
Novo Shopping Ribeirão Preto,2019-11-08,9
Center Shopping Uberlândia,2019-08-05,9
Shopping Center Interlagos,2019-09-23,9
Shopping Vila Velha,2019-09-08,9
Novo Shopping Ribeirão Preto,2019-07-07,9
Center Shopping Uberlândia,2019-05-05,9
Rio Mar Recife,2019-09-18,9
Shopping Iguatemi Fortaleza,2019-10-10,9
Shopping Vila Velha,2019-08-08,9
Rio Mar Recife,2019-05-28,9
Shopping Midway Mall,2019-01-08,9
Shopping Midway Mall,2019-01-31,9
Shopping Midway Mall,2019-01-27,9
Passei das Águas Shopping,2019-07-19,9
Passei das Águas Shopping,2019-08-04,9
Passei das Águas Shopping,2019-08-01,9
Novo Shopping Ribeirão Preto,2019-08-09,9
Passei das Águas Shopping,2019-07-04,9
Passei das Águas Shopping,2019-06-24,9
Shopping Recife,2019-01-08,9
Rio Mar Recife,2019-10-21,9
Shopping Iguatemi Fortaleza,2019-10-28,9
Novo Shopping Ribeirão Preto,2019-03-07,9
Shopping Center Leste Aricanduva,2019-05-04,9
Shopping Center Leste Aricanduva,2019-04-26,9
Ribeirão Shopping,2019-01-17,9
Ribeirão Shopping,2019-02-10,9
Passei das Águas Shopping,2019-11-13,9
Passei das Águas Shopping,2019-11-01,9
Passei das Águas Shopping,2019-10-30,9
Iguatemi Campinas,2019-09-13,9
Shopping Center Interlagos,2019-08-21,9
Shopping Center Interlagos,2019-08-17,9
Norte Shopping,2019-04-01,9
Norte Shopping,2019-03-31,9
Shopping Center Interlagos,2019-07-05,9
Shopping Center Interlagos,2019-08-11,9
Shopping Center Interlagos,2019-08-09,9
Shopping Center Leste Aricanduva,2019-04-09,9
Shopping Center Leste Aricanduva,2019-05-07,9
Shopping Center Leste Aricanduva,2019-05-06,9
Shopping Iguatemi Fortaleza,2019-09-17,9
Shopping Iguatemi Fortaleza,2019-09-16,9
Rio Mar Recife,2019-11-06,9
Rio Mar Recife,2019-11-05,9
Novo Shopping Ribeirão Preto,2019-09-24,9
Passei das Águas Shopping,2019-06-20,9
Shopping Vila Velha,2019-05-08,9
Rio Mar Shopping Fortaleza,2019-01-05,9
Rio Mar Recife,2019-11-26,9
Bourbon Shopping SP,2019-11-27,9
Bourbon Shopping SP,2019-11-24,9
Norte Shopping,2019-01-13,9
Novo Shopping Ribeirão Preto,2019-11-17,9
Shopping Recife,2019-10-25,9
Shopping Vila Velha,2019-06-11,9
Shopping Center Leste Aricanduva,2019-05-24,9
Shopping Center Leste Aricanduva,2019-05-18,9
Iguatemi Campinas,2019-01-15,9
Shopping Iguatemi Fortaleza,2019-09-21,9
Shopping Morumbi,2019-10-27,9
Shopping Morumbi,2019-10-25,9
Shopping Morumbi,2019-11-23,9
Rio Mar Recife,2019-06-25,9
Iguatemi Esplanada,2019-03-12,9
Shopping Morumbi,2019-06-06,9
Ribeirão Shopping,2019-02-05,9
Ribeirão Shopping,2019-03-05,9
Ribeirão Shopping,2019-02-21,9
Shopping SP Market,2019-02-20,9
Shopping SP Market,2019-02-17,9
Parque Dom Pedro Shopping,2019-02-06,9
Shopping Recife,2019-01-12,9
Rio Mar Shopping Fortaleza,2019-01-21,9
Shopping União de Osasco,2019-06-16,9
Shopping União de Osasco,2019-06-05,9
Shopping União de Osasco,2019-06-04,9
Shopping Iguatemi Fortaleza,2019-09-04,9
Palladium Shopping Curitiba,2019-02-15,9
Shopping Vila Velha,2019-07-03,9
Bourbon Shopping SP,2019-07-20,9
Shopping Center Leste Aricanduva,2019-06-25,9
Shopping Center Interlagos,2019-06-22,9
Iguatemi Campinas,2019-04-01,9
Shopping SP Market,2019-10-30,9
Shopping Center Interlagos,2019-06-14,9
Shopping Center Leste Aricanduva,2019-06-11,9
Bourbon Shopping SP,2019-10-26,9
Bourbon Shopping SP,2019-10-24,9
Iguatemi Esplanada,2019-11-21,9
Norte Shopping,2019-03-18,9
Bourbon Shopping SP,2019-07-16,9
Parque Dom Pedro Shopping,2019-04-02,9
